Label,Text
article,"795. Le tableau suivant explique les dispositions relatives à l’utilisation des cours et des toits prescrites aux fiches descriptives des types de milieux et il précise la manière dont ces dispositions s’appliquent, se mesurent ou se calculent. Explications relatives à l’utilisation des cours et des toits Explications relatives à l’utilisation des cours et des toits Utilisation des cours et des toits autorisée Une lettre vis-à-vis le croisement de la ligne « Utilisation des cours et des toits autorisée » et de la colonne « Type » indique le type d’utilisation des cours et des toits autorisé sur un terrain ou sur un toit de bâtiment, selon cas applicable, conformément au chapitre 2 du titre 5. Une lettre vis-à-vis le croisement de la ligne « Habitation de 1 à 3 étages » et de la colonne « Type » indique le type d’utilisation des cours et des toits autorisée sur un terrain occupé par une habitation 1 à 3 étages ou sur le toit de cette habitation, selon cas applicable, conformément au chapitre 2 du titre 5. Une lettre vis-à-vis le croisement de la ligne « Autre bâtiment » et de la colonne « Type » indique le type d’utilisation des cours et des toits autorisé sur un terrain occupé par un bâtiment principal, autre qu’une habitation de 1 à 3 étages, ou sur le toit de ce bâtiment, selon cas applicable, conformément au chapitre 2 du titre 5. Cette disposition vise à prévoir une utilisation rationnelle des cours extérieurs et des toits et une installation de bâtiments, d’équipements, d’ouvrages et d’aménagements accessoires cohérente dans ces mêmes cours, et ce, afin d’assurer une cohabitation la plus harmonieuse possible entre les citoyens et de ne pas altérer l’impact visuel de cadre bâti principal. 1 Emprise au sol de l’ensemble des bâtiments accessoires L’emprise au sol de l’ensemble des bâtiments accessoires s’applique aux bâtiments accessoires, sauf à un abri d’auto attaché et permanent, situés sur un terrain et s’exprime en pourcentage. Elle correspond au rapport entre la superficie totale de l’emprise au sol de tous les bâtiments accessoires occupant un terrain et la superficie de ce terrain. L’emprise au sol d’un bâtiment accessoire est mesurée conformément aux règles générales de calcul et de mesure établies à la section 5 du chapitre 4 du titre 2. Cette exigence vise à contrôler l’intensité d’occupation du sol des bâtiments accessoires qui l’occupent. Mesure de l’emprise au sol des bâtiments accessoires 2 Hauteur d’une porte de garage d’un bâtiment accessoire La hauteur d’une porte de garage d’un bâtiment accessoire s’applique à une porte de garage d’un bâtiment accessoire détaché du bâtiment principal et se mesure en mètres. Elle correspond à la distance verticale d’une porte de garage dans l’élévation du mur extérieur du bâtiment accessoire où elle est installée. Cette exigence vise à limiter l’impact visuel d’une telle porte et, par le fait même, de rehausser la qualité architecturale des bâtiments accessoires. Mesure de la hauteur d’une porte de garage 3"
article,"796. Le tableau suivant explique les dispositions relatives à l’affichage prescrites aux fiches descriptives des types de milieux et il précise la manière dont ces dispositions s’appliquent. Explications relatives à l’affichage Explications relatives à l’affichage Affichage autorisé Une lettre vis-à-vis le croisement de la ligne « Affichage autorisé » et de la colonne « Type » indique le type d’affichage autorisé conformément à la section 4 du chapitre 6 du titre 5. La mention « Aucun » à ce même croisement indique que l’affichage prescrit en vertu de cette même section n’est pas autorisé. Cette disposition vise à limiter l’impact visuel des enseignes et, par le fait même, de rehausser la qualité du paysage urbain. 1"
article,"797. Le tableau suivant explique les dispositions relatives aux usages principaux et à la densité d’occupation prescrits aux fiches descriptives des types de milieux et il précise la manière dont ces dispositions s’appliquent. Explications relatives aux usages et à la densité d’occupation Explications relatives aux usages et à la densité d’occupation Usages et densité d’occupation Une lettre « A » vis-à-vis une ligne identifiant un groupe d’usages principaux défini au chapitre 1 du titre 6 indique que les usages principaux appartenant à ce groupe sont autorisés. Lorsque cette lettre « A » est suivie sur cette même ligne d’un numéro d’article entre parenthèses inscrit comme suit « (art. 000) », à titre d’exemple, elle indique que tous les usages principaux de ce groupe où les usages principaux de ce groupe spécifiquement identifiés à cet article, le cas échéant, sont autorisés conformément aux dispositions particulières qui y sont prescrites. Une lettre « C » vis-à-vis une ligne identifiant un groupe d’usages principaux défini au chapitre 1 du titre 6 indique que les usages principaux appartenant à ce groupe sont autorisés à titre d’usage conditionnel. Cette lettre « C » est toujours suivie sur cette même ligne d’un numéro d’article entre parenthèses inscrit comme suit « (art. 000) », à titre d’exemple, qui indique que tous les usages principaux de ce groupe où les usages principaux de ce groupe spécifiquement identifiés à cet article, le cas échéant, sont autorisés conformément aux dispositions particulières qui y sont prescrites. Reusing topic #UUID-a72925ae-eccc-da19-6f47-9fded569704a Une lettre A ou C vis-à-vis une des lignes suivantes indique que pour un usage principal du groupe d’usages « Habitation (H1) » : un seul 1 logement y est autorisé en tant qu’usage principal pour la ligne « Habitation de 1 logement »; 2 ou 3 logements y sont autorisés en tant qu’usage principal pour la ligne « Habitation de 2 ou 3 logements »; 4 logements et plus y sont autorisés en tant qu’usage principal pour la ligne « Habitation de 4 logements et plus ». Si cette lettre est suivie sur la même ligne d’un numéro d’article entre parenthèses inscrit comme suit « (art. 000) », à titre d’exemple, elle indique que cet usage principal est autorisé conformément aux dispositions particulières prescrites à cet article. 1"
article,"798. Le tableau suivant explique les dispositions relatives à la sous-section « Autres dispositions particulières » des fiches descriptives des types de milieux et il précise la manière dont ces dispositions s’appliquent. Explications relatives aux sous-sections « Autres dispositions particulières » Explications relatives aux sous-sections « Autres dispositions particulières » Autres dispositions particulières Dans cette sous-section, une disposition, une note ou un renvoi, le tout sous la forme d’un article ou d’un renvoi à un autre article, sous-section, section, chapitre ou titre de ce règlement, indique que cette disposition, cette note ou ce renvoi s’applique de façon particulière au type de milieux concerné. 1"
sous-section,Sous-section 1 Dispositions générales
sous-section,Sous-section 2 Lotissement
sous-section,Sous-section 3 Implantation d’un bâtiment principal ou agricole
sous-section,Sous-section 4 Architecture d’un bâtiment
sous-section,Sous-section 5 Aménagement d’un terrain
sous-section,Sous-section 6 Stationnement
sous-section,Sous-section 7 Utilisation des cours et des toits
sous-section,Sous-section 8 Affichage
sous-section,Sous-section 9 Usages
sous-section,Sous-section 10 Autres dispositions particulières
article,"799. Chaque grille d’exception est identifiée par une référence alphanumérique, comme celles montrées ci-dessous, à titre d’exemples, et composée des éléments suivants : T1.1 – 0001 ZI.2 – 0002 l’élément de cette référence situé avant le trait d’union est un code alphanumérique identifiant la catégorie de type de milieux (ex. : « T1 » ou « ZI ») suivi d’un point et d’un chiffre précisant le type de milieux de cette catégorie (ex. « .1 » ou « .2 »); l’élément de cette référence situé après le trait d’union principal est le numéro unique identifiant la zone (ex. : 0001). Cette référence correspond à une zone identifiée sur le feuillet 1 de l’annexe A."
article,"800. Sous réserve des sous-sections suivantes de cette section, les paragraphes suivants expliquent les règles applicables aux grilles d’exception : un code alphanumérique vis-à-vis la ligne « Type de milieux applicable » indique la fiche descriptive du type de milieux qui s’applique dans cette zone, à l’exception de toute disposition identifiée à cette grille d’exception; une case vide indique que la disposition qui s’applique est celle inscrite, le cas échéant, à la fiche descriptive du type de milieux applicable; un point (●) vis-à-vis le croisement d’une ligne et d’une colonne indique que la disposition correspondante est autorisée à la différence de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement d’une ligne identifiant une exigence et d’une colonne « Minimum » indique une dimension, un angle ou un pourcentage minimal à respecter pour cette exigence, différent de celui de la fiche descriptive du type de milieux applicable. Un nombre vis-à-vis le croisement d’une ligne identifiant une exigence et d’une colonne « Maximum » indique une dimension, un angle ou un pourcentage maximal à respecter pour cette exigence, différent de celui de la fiche descriptive du type de milieux applicable; une lettre vis-à-vis le croisement d’une ligne identifiant une exigence et d’une colonne « Type » indique que les dispositions de ce règlement associées à cette lettre s’appliquent, à la différence de celles de la fiche descriptive du type de milieux applicable; un code alphanumérique correspondant à un type de milieux ou une catégorie de types de milieux vis-à-vis le croisement d’une ligne identifiant un type de bande tampon et de la colonne « Type de milieux adjacent » indique que cette bande tampon s’applique à l’interface de ce type de milieux, à la différence de ce qui est prévu à la fiche descriptive du type de milieux applicable; un numéro d’article comme suit « Article 000 », à titre d’exemple, indique un renvoi à une disposition particulière de ce règlement qui s’applique; une expression « Non autorisé » ou « Aucun » indique que la disposition correspondante est prohibée, à la différence de la fiche descriptive du type de milieux applicable; une expression « Non applicable » indique que la disposition correspondante ne s’applique pas, à la différence de la fiche descriptive du type de milieux applicables; les autres règles applicables sont expliquées dans les sous-sections 2 à 10 suivantes."
article,"801. La grille d’exception comprend la rubrique « Lotissement » qui s’applique comme suit : un nombre vis-à-vis le croisement d’une ligne « Isolé », « Jumelé » ou « Contigu », sous la ligne « Largeur d’un lot (m) », et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une largeur minimale ou maximale d’un lot, pour le type de structure visé, différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement d’une ligne « Isolé », « Jumelé » ou « Contigu », sous la ligne « Superficie d’un lot (m 2 ) », et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres carrés, une superficie minimale ou maximale d’un lot, pour le type de structure visé, différente de celle de la fiche descriptive du type de milieux applicable."
article,"802. La grille d’exception comprend les rubriques « Implantation d’un bâtiment » et « implantation d’un bâtiment agricole » qui s’appliquent comme suit : un nombre vis-à-vis le croisement d’une ligne « Marge avant (m) », « Marge avant secondaire (m) », « Marge latérale (m) » ou « Marge arrière (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, la dimension minimale ou maximale d’une marge visée différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Front bâti sur rue (%) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, un front bâti minimal ou maximal différent de celui de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Emprise au sol du bâtiment (%) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, une emprise au sol du bâtiment principal minimale ou maximale différente de celle de la fiche descriptive du type de milieux applicable; lorsque vis-à-vis le croisement d’une ligne sous la ligne « Types de structure » et d’une colonne correspondant à un type de structure « Isolé », « Jumelé » ou « Contigu », est inscrit : un point (●), il indique que l’usage ou le nombre de logements visé à cette ligne peut occuper un bâtiment principal avec le type de structure identifié à cette colonne, à la différence de la fiche descriptive du type de milieux applicable; l’expression « Non autorisé », elle indique que l’usage ou le nombre de logements visé à cette ligne est prohibé dans le type de structure identifié à cette colonne, à la différence de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Marge de recul d’une ligne de terrain adjacente à un type de milieux de catégorie T2, T3, T4 T5 ou T6 (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, la dimension minimale ou maximale d’une marge de recul différente de celle de la fiche descriptive du type de milieux applicable."
article,"803. La grille d’exception comprend la rubrique « Architecture d’un bâtiment » qui s’applique comme suit : un nombre vis-à-vis le croisement d’une ligne « Isolé », « Jumelé » ou « Contigu », sous la ligne « Largeur d’un bâtiment (m) », et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une largeur minimale ou maximale d’un bâtiment principal, pour le type de structure visé, différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Superficie de plancher (m 2 ) » et de la colonne « Minimum » ou « Maximum » indique respectivement, en mètres carrés, une superficie minimale ou maximale de plancher d’un bâtiment principal différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Nombre d'étages » et d’une colonne « Minimum » ou « Maximum » indique respectivement un nombre d’étages minimal ou maximal d’un bâtiment principal différent de celui de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Hauteur d'un étage de rez-de-chaussée (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une hauteur minimale ou maximale d'un étage de rez-de-chaussée différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement d’une ligne sous la ligne « Hauteur du plancher du rez-de-chaussée (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une hauteur minimale ou maximale du plancher du rez-de-chaussée pour l’usage visé différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Plan angulaire (degré) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en degrés, un angle minimal ou maximal de plan angulaire différent de celui de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Largeur d’un plan de façade principale (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une largeur minimale ou maximale d’un plan de façade principale d’un bâtiment principal différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement d’une ligne sous la ligne « Ouverture d’une façade principale au rez-de-chaussée (%) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, une ouverture minimale ou maximale d'une façade principale au rez-de-chaussée pour l’usage visé différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Ouverture d’une façade principale aux autres étages (%) » et de la colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, une ouverture minimale ou maximale d'une façade principale aux étages supérieurs au rez-de-chaussée différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Largeur d’une façade aveugle au rez-de-chaussée (m) » et de la colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, une largeur minimale ou maximale d'une façade aveugle au rez-de-chaussée différente de celle de la fiche descriptive du type de milieux applicable; une lettre vis-à-vis le croisement de la ligne « Matériaux de revêtement autorisés » et de la colonne « Type » indique un type de matériaux de revêtement extérieur autorisé pour recouvrir les murs extérieurs d’un bâtiment principal différent de celui de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Retrait d’un garage par rapport au plan de façade principale (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, la distance minimale ou maximale du retrait d’un garage par rapport au plan de façade principale d’un bâtiment principal différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Hauteur d’une porte de garage (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une hauteur minimale ou maximale d’une porte de garage située sur une façade d’un bâtiment principal différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Superficie de plancher des étages supérieurs à 24 m (m 2 ) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres carrés, une superficie minimale ou maximale de plancher des étages supérieurs à 24 m différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Hauteur entre 10 m et 24 m » sous la ligne « Retrait avant des étages (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une distance minimale ou maximale de retrait avant des étages correspondant à la hauteur visée différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de l’une des lignes sous la ligne « Marge latérale et arrière des étages (m) » et de la colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une marge latérale et arrière minimale ou maximale des étages correspondant à la hauteur visée différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Distances entre des parties de bâtiment de grande hauteur d’un même bâtiment (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une distance minimale ou maximale entre des parties de bâtiment de grande hauteur d’un même bâtiment différente de celle de la fiche descriptive du type de milieux applicable."
article,"804. La grille d’exception comprend la rubrique « Aménagement d’un terrain » qui s’applique comme suit : un nombre vis-à-vis le croisement de la ligne « Proportion d’un terrain en surface végétale (%) » et d'une colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, une proportion minimale ou maximale d’un terrain en surface végétale différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Proportion d’une cour avant ou avant secondaire en surface végétale (%) » et d'une colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, une proportion minimale ou maximale d’une cour avant ou avant secondaire en surface végétale différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Proportion d’un terrain en surface carrossable (%) » et d'une colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, une proportion minimale ou maximale d’un terrain en surface carrossable différente de celle de la fiche descriptive du type de milieux applicable; un code alphanumérique correspondant à un type de milieux ou une catégorie de types de milieux vis-à-vis le croisement d’une ligne identifiant un type de bande tampon (A, B, C, D ou E) et de la colonne « Type de milieux » indique que ladite bande tampon s’applique à l’interface de ce type de milieux, à la différence de ce qui est prévu à la fiche descriptive du type de milieux applicable; une lettre vis-à-vis le croisement de la ligne « Entreposage extérieur autorisé » et de la colonne « Type » indique un type d’entreposage extérieur autorisé différent de celui de la fiche descriptive du type de milieux applicable. La mention « Non autorisé » ou « Aucun » à ce même croisement indique que l’entreposage extérieur n’est pas autorisé, à la différence de la fiche descriptive du type de milieux applicable; une lettre vis-à-vis le croisement de la ligne « Étalage extérieur autorisé » et de la colonne « Type » indique un type d’étalage extérieur autorisé différent de celui de la fiche descriptive du type de milieux applicable. La mention « Non autorisé » ou « Aucun » à ce même croisement indique que l’étalage extérieur n’est pas autorisé, à la différence de la fiche descriptive du type de milieux applicable."
article,"805. La grille d’exception comprend la rubrique « Stationnement » qui s’applique comme suit : un point (●) vis-à-vis le croisement d’une ligne « Emplacement d’une aire de stationnement » ou « Emplacement d’une aire de chargement et de déchargement » et d’une colonne correspondant à l’une des cours d’un terrain indique que l’aire de stationnement ou de chargement et de déchargement et son aire de manoeuvre sont autorisées dans cette cour, à la différence de la fiche descriptive du type de milieux applicable. La mention « Non autorisé » ou « Aucun » à ce même croisement indique que l’aire de stationnement ou de chargement et de déchargement et son aire de manoeuvre dans la cour correspondante sont prohibées, à la différence de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Empiètement de l’aire de stationnement devant la façade principale (%) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, une proportion minimale ou maximale de la projection de la façade principale avant occupée par une aire de stationnement différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Largeur de l’entrée charretière (m) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une largeur minimale ou maximale de l’entrée charretière différente de celle de la fiche descriptive du type de milieux applicable; un nombre ou une fraction vis-à-vis une ligne « Par logement », « Par chambre », « Pour visiteur (bat. de 10 log. ou ch. et plus) » ou « Usage additionnel à un usage de la catégorie d’usages « Habitation (H) » », sous la ligne « Nombre minimum de cases - Usage de la catégorie d’usages « Habitation (H) » et de la colonne « Minimum », indique un nombre minimal de cases de stationnement différent de celui de la fiche descriptive du type de milieux applicable; une fraction (ex. : x/y) vis-à-vis une ligne « Usage principal », « Usage additionnel » ou « Aire principale de rassemblement » sous la ligne « Nombre minimum de cases - Autre usage » et de la colonne « Minimum », indique un nombre minimal de cases de stationnement différent de celui de la fiche descriptive du type de milieux applicable."
article,"806. La grille d’exception comprend la rubrique « Utilisation des cours et des toits » qui s’applique comme suit : une lettre vis-à-vis le croisement d’une ligne « Bâtiment sans distinction », « Habitation de 1 à 3 étages » ou « Autre bâtiment », sous la ligne « Utilisation des cours et des toits autorisée », et de la colonne « Type » indique un type d’utilisation des cours et des toits autorisé sur un terrain occupé par le bâtiment visé ou sur le toit de ce bâtiment différent de celui de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Emprise au sol de l’ensemble des bâtiments accessoires (%) » et d’une colonne « Minimum » ou « Maximum » indique respectivement, en pourcentage, une emprise au sol minimale ou maximale de l’ensemble des bâtiments accessoires différente de celle de la fiche descriptive du type de milieux applicable; un nombre vis-à-vis le croisement de la ligne « Hauteur d’une porte de garage d’un bâtiment accessoire (m) » et de la colonne « Minimum » ou « Maximum » indique respectivement, en mètres, une hauteur minimale ou maximale d’une porte de garage d’un bâtiment accessoire différente de celle de la fiche descriptive du type de milieux applicable."
article,"807. La grille d’exception comprend la rubrique « Affichage » composée uniquement de la ligne « Affichage autorisé ». Une lettre vis-à-vis le croisement de cette ligne et de la colonne « Type » indique un type d’affichage autorisé différent de celui de la fiche descriptive du type de milieux applicable. La mention « Non autorisé » ou « Aucun » à ce même croisement indique que l’affichage n’est pas autorisé, à la différence de la fiche descriptive du type de milieux applicable."
article,"808. La grille d’exception comprend la rubrique « Usages et densité d’occupation » qui s’applique comme suit : lorsqu’à la ligne « Usage spécifiquement autorisé » d’une grille d’exception : une catégorie d’usages principaux est identifiée, celle-ci est autorisée de plein droit et, le cas échéant, malgré les dispositions applicables aux usages conditionnels, en complément des autres usages principaux autorisés à la fiche descriptive du type de milieux applicable; un groupe d’usages principaux est identifié, celui-ci est autorisé de plein droit et, le cas échéant, malgré les dispositions applicables aux usages conditionnels, en complément des autres usages principaux autorisés à la fiche descriptive du type de milieux applicable; un sous-groupe d’usages principaux est identifié, celui-ci est autorisé de plein droit et, le cas échéant, malgré les dispositions applicables aux usages conditionnels, en complément des autres usages principaux autorisés à la fiche descriptive du type de milieux applicable; un regroupement d’usages principaux (code de 1 à 3 chiffres) ou un usage principal spécifique (code de 4 chiffres), est identifié, celui-ci est autorisé de plein droit et, le cas échéant, malgré les dispositions applicables aux usages conditionnels, en complément des autres usages principaux autorisés à la fiche descriptive du type de milieux applicable; une densité d’occupation (ex. : habitation (H1) de 3 logements) est identifiée, celle-ci est autorisée de plein droit et, le cas échéant, malgré les dispositions applicables aux usages conditionnels, en complément des autres densités d’occupation autorisées à la fiche descriptive du type de milieux applicable; lorsqu’à la ligne « Usage spécifiquement prohibé » d’une grille d’exception : une catégorie d’usages principaux est identifiée, celle-ci est prohibée, et ce, même si des groupes d’usages principaux d’autres catégories d’usages sont identifiés comme autorisés, de plein droit ou en tant qu’usage conditionnel, dans la fiche descriptive du type de milieux applicable, sous réserve d’un groupe d’usages principaux, d’un sous-groupe d’usages principaux, d’un regroupement d’usages principaux (codes de 1 à 3 chiffres) ou d’un usage principal spécifique (codes à 4 chiffres) spécifiquement autorisé à cette même grille d’exception; un groupe d’usages principaux est identifié, celui-ci est prohibé, et ce, même si d’autres groupes d’usages principaux sont identifiés comme autorisés, de plein droit ou en tant qu’usage conditionnel, dans la fiche descriptive du type de milieux applicable, sous réserve d’un sous-groupe d’usages principaux, d’un regroupement d’usages principaux (codes de 1 à 3 chiffres) ou d’un usage principal spécifique (codes à 4 chiffres) spécifiquement autorisé à cette même grille d’exception; un sous-groupe d’usages principaux est identifié, celui-ci est prohibé, et ce, même si le groupe d’usages principaux auquel appartient ce sous-groupe est identifié, de plein droit ou en tant qu’usage conditionnel, comme autorisé dans la fiche descriptive du type de milieux applicable, sous réserve d’un regroupement d’usages principaux (codes de 1 à 3 chiffres) ou d’un usage principal spécifique (codes à 4 chiffres) spécifiquement autorisé à cette même grille d’exception; un regroupement d’usages principaux (codes de 1 à 3 chiffres) ou un usage principal spécifique (codes à 4 chiffres) est identifié, ce regroupement ou cet usage est prohibé, et ce, même si le groupe d’usages principaux auquel appartient ce regroupement ou cet usage est identifié comme autorisé, de plein droit ou en tant qu’usage conditionnel, dans la fiche descriptive du type de milieux applicable, sous réserve d’un regroupement d’usages principaux (codes de 1 à 3 chiffres) ou d’un usage principal spécifique codes à 4 chiffres) spécifiquement autorisé à cette même grille d’exception; une densité d’occupation (ex. : habitation (H1) de 3 logements) est identifiée, celle-ci est prohibée, et ce, même si cette densité est identifiée comme autorisée, de plein droit ou en tant qu’usage conditionnel, dans la fiche descriptive du type de milieux applicable, sous réserve d’une densité d’occupation spécifiquement autorisée à cette même grille d’exception."
article,"809. La grille d’exception comprend la rubrique « Autres dispositions particulières » sous laquelle toute autre disposition applicable à la zone peut être indiquée, soit par renvoi à un numéro d’article (ex. : « Article 000 ») de ce règlement ou directement par l’entremise d’une disposition ou d’une note."
